0.163	0.219	0.225	0.204	0.138	0.142	H3
0.231	0.326	0.125	0.223	0.117	0.194	H3
0.272	0.236	0.175	0.126	0.144	0.145	H3
0.166	0.297	0.2	0.223	0.106	0.132	H3
0.167	0.395	0.125	0.243	0.165	0.371	H3
0.156	0.398	0.25	0.279	0.172	0.314	H3
0.248	0.516	0.25	0.204	0.129	0.427	H3
0.247	0.463	0.275	0.226	0.218	0.327	H3
0.293	0	0.275	0.372	0.163	0.184	H3
0.244	0.159	0.25	0.442	0.395	0.263	H3
0.341	0.164	0.175	0.297	0.341	0.129	H3
0.183	0.237	0.225	0.196	0.295	0.217	H3
0.22	0.364	0.175	0.116	0.023	0.158	H3
0.273	0.046	0.275	0.296	0.093	0.276	H3
0.277	0.257	0.2	0.277	0.103	0.192	H3
0.383	0.197	0.3	0.203	0.186	0.234	H3
0.133	0.216	0.125	0.237	0.104	0.228	H3
0.193	0.218	0.125	0.237	0.183	0.124	H3
0.218	0.236	0.225	0.289	0.173	0.322	H3
0.166	0.103	0.225	0.163	0.206	0.197	H2
0.227	0.127	0.3	0.214	0.106	0.308	H2
0.194	0.133	0.325	0.129	0.233	0.217	H2
0.278	0.125	0.275	0.186	0.153	0.219	H2
0.238	0.176	0.225	0.223	0.197	0.227	H2
0.273	0.191	0.3	0.166	0.283	0.288	H2
0.289	0.395	0.275	0.152	0.184	0.338	H2
0.415	0.068	0.575	0.419	0.256	0.316	H2
0.171	0.068	0.15	0.279	0.395	0.263	H2
0.237	0.166	0.125	0.316	0.471	0.276	H2
0.152	0.106	0.275	0.195	0.315	0.236	H2
0.192	0.228	0.4	0.257	0.328	0.193	H2
0.327	0.216	0.175	0.243	0.324	0.117	H2
0.173	0.194	0.225	0.217	0.326	0.153	H2
0.239	0.183	0.25	0.193	0.327	0.184	H2
0.284	0.192	0.175	0.286	0.324	0.258	H2
0.311	0.056	0.35	0.419	0.106	0.173	H2
0.206	0	0.25	0.068	0.186	0.194	H2
0.127	0.042	0.125	0.106	0.124	0.181	H2
0.277	0.236	0.225	0.198	0.128	0.166	H2
0.135	0.121	0.275	0.219	0.103	0.166	H2
0.214	0.193	0.175	0.294	0.139	0.116	H2
0.205	0.194	0.275	0.285	0.152	0.134	H2
0.134	0.246	0.2	0.329	0.163	0.137	H2
0.184	0.238	0.225	0.194	0.163	0.283	H2
0.294	0.273	0.175	0.327	0.218	0.136	H2
0.341	0	0.1	0.209	0.372	0.395	H1
0.317	0.114	0.525	0.349	0.14	0.289	H1
0.415	0.159	0.525	0.256	0.163	0.368	H1
0.122	0.182	0.225	0.349	0.465	0.237	H1
0.165	0.132	0.125	0.144	0.344	0.219	H1
0.127	0.115	0.225	0.176	0.325	0.124	H1
0.152	0.137	0.185	0.261	0.304	0.216	H1
0.131	0.025	0.2	0.107	0.125	0.203	H1
0.311	0.258	0.3	0.289	0.026	0.164	H1
0.103	0.216	0.185	0.166	0.204	0.196	H1
0.169	0.214	0.125	0.153	0.142	0.217	H1
